,Unnamed: 0,iteration,id,created_at,created_at_dt,user_name,user_screen_name,user_id,user_is_verified,user_location,text,check_lt20250327,hashtags,urls,media,like_count,reply_count,retweet_count,quote_count,views_count,lang,possibly_sensitive,in_reply_to,quoted_tweet,place,response,code,code_imputed
75,75,3,1530710977989300224,Sun May 29 00:41:51 +0000 2022,2022-05-29 00:41:51+00:00,Sharisse Lynas 🍁,SharisseLynas,1365875150,FALSE,"Brampton, ON","Not ALL neighbours are assholes ... 😂😂

Thanks Natalie!! Now I'm cured for #MonkeyPox 

Make sure to come over some night and we can pick on the ones who ARE assholes... lmao
🐒🐒

#juicyass #flyingmonkey #thefringevaccine #honkhonk https://t.co/IsuuO1WxK9",,"['MonkeyPox', 'juicyass', 'flyingmonkey', 'thefringevaccine', 'honkhonk']",[],"[{'display_url': 'pic.x.com/IsuuO1WxK9', 'expanded_url': 'https://x.com/SharisseLynas/status/1530710977989300224/photo/1', 'id_str': '1530710975690772482', 'indices': [231, 254], 'media_key': '3_1530710975690772482', 'media_url_https': 'https://pbs.twimg.com/media/FT4thbfXEAIF41i.jpg', 'type': 'photo', 'url': 'https://t.co/IsuuO1WxK9', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 1065, 'y': 528, 'h': 88, 'w': 88}]}, 'medium': {'faces': [{'x': 665, 'y': 330, 'h': 55, 'w': 55}]}, 'small': {'faces': [{'x': 377, 'y': 187, 'h': 31, 'w': 31}]}, 'orig': {'faces': [{'x': 1065, 'y': 528, 'h': 88, 'w': 88}]}}, 'sizes': {'large': {'h': 1920, 'w': 1920, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 680, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1920, 'width': 1920, 'focus_rects': [{'x': 0, 'y': 471, 'w': 1920, 'h': 1075}, {'x': 0, 'y': 0, 'w': 1920, 'h': 1920}, {'x': 236, 'y': 0, 'w': 1684, 'h': 1920}, {'x': 912, 'y': 0, 'w': 960, 'h': 1920}, {'x': 0, 'y': 0, 'w': 1920, 'h': 1920}]}, 'media_results': {'result': {'media_key': '3_1530710975690772482'}}}]",1,0,0,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The text does not provide any direct information about someone contracting or being infected with mpox (monkeypox). Instead, it appears to be a casual comment or joke related to a social gathering where people might discuss or mock ""assholes"" as a form of entertainment. The mention of #MonkeyPox seems to be used more as a hashtag rather than indicating an actual infection.",0,0
76,76,4,1530543927513726977,Sat May 28 13:38:03 +0000 2022,2022-05-28 13:38:03+00:00,Sharisse Lynas 🍁,SharisseLynas,1365875150,FALSE,"Brampton, ON","Mask prepared for 2nd Pandemic of #MonkeyPox 🍁🖕🏻
#TrudeauMustGo #HonkHonk https://t.co/KzGB7ENOrK",,"['MonkeyPox', 'TrudeauMustGo', 'HonkHonk']",[],"[{'display_url': 'pic.x.com/KzGB7ENOrK', 'expanded_url': 'https://x.com/SharisseLynas/status/1530543927513726977/photo/1', 'id_str': '1530543926192619521', 'indices': [74, 97], 'media_key': '3_1530543926192619521', 'media_url_https': 'https://pbs.twimg.com/media/FT2Vl3nXwAEaXG9.jpg', 'type': 'photo', 'url': 'https://t.co/KzGB7ENOrK', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'sizes': {'large': {'h': 721, 'w': 666, 'resize': 'fit'}, 'medium': {'h': 721, 'w': 666, 'resize': 'fit'}, 'small': {'h': 680, 'w': 628, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 721, 'width': 666, 'focus_rects': [{'x': 0, 'y': 84, 'w': 666, 'h': 373}, {'x': 0, 'y': 0, 'w': 666, 'h': 666}, {'x': 26, 'y': 0, 'w': 632, 'h': 721}, {'x': 162, 'y': 0, 'w': 361, 'h': 721}, {'x': 0, 'y': 0, 'w': 666, 'h': 721}]}, 'media_results': {'result': {'media_key': '3_1530543926192619521'}}}]",5,1,0,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox (monkeypox) infection.

Reasoning:
The provided text does not contain any information about an individual contracting or being infected with monkeypox. Instead, it appears to be a social media post discussing the second pandemic of monkeypox and includes some political commentary. The hashtags and content do not indicate that anyone has been diagnosed or infected with mpox; they are more focused on the broader context of the disease's spread and political discourse surrounding it.",0,0
77,77,4,1530283595067162628,Fri May 27 20:23:35 +0000 2022,2022-05-27 20:23:35+00:00,OrvilleLloydDouglas🇨🇦🏳️‍🌈,OrvilleLloyd,67391895,FALSE,Greater Toronto Area,Montreal sauna suspected origin of Canada’s monkeypox outbreak: doctors https://t.co/ztUqqU5hv8,,[],"[{'display_url': 'globalnews.ca/news/8873527/c…', 'expanded_url': 'https://globalnews.ca/news/8873527/canada-monkeypox-origin-montreal-sauna/', 'url': 'https://t.co/ztUqqU5hv8', 'indices': [72, 95]}]",,1,0,0,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","To provide a clear answer, I would need to analyze the content of the linked article. Since I cannot directly access external links, I'll base my response on the information provided in your statement.

The statement ""Montreal sauna suspected origin of Canada’s monkeypox outbreak: doctors"" suggests that there is an ongoing investigation linking a Montreal sauna to the source of a monkeypox outbreak in Canada. However, it does not explicitly state that someone contracted mpox (monkeypox) from this location or any other specific individual.

Given the limited information provided, I can infer that the passage is related to the suspected origin of an mpox outbreak but does not directly confirm that anyone has been infected. Therefore:

**No, the passage is unrelated to confirming that someone got infected with mpox.**

The statement indicates a potential source or location where the outbreak might have originated, but it does not provide evidence or confirmation of individual infections.",0,0
78,78,4,1529917296017190912,Thu May 26 20:08:02 +0000 2022,2022-05-26 20:08:02+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,Is waning smallpox vax protection behind Monkeypox outbreak? https://t.co/vNVJO26UiT #Health #Lifestyle #health,,"['Health', 'Lifestyle', 'health']","[{'display_url': 'dlvr.it/SR6vQP', 'expanded_url': 'http://dlvr.it/SR6vQP', 'url': 'https://t.co/vNVJO26UiT', 'indices': [61, 84]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an mpox (monkeypox) infection. The provided text does not mention any specific case of someone contracting monkeypox. Instead, it poses a question suggesting that the decrease in protection from smallpox vaccinations might be related to the current monkeypox outbreak. This statement is more about the potential reasons behind the outbreak rather than reporting an individual's infection status.",0,0
79,79,4,1529692442747887616,Thu May 26 05:14:33 +0000 2022,2022-05-26 05:14:33+00:00,Sharisse Lynas 🍁,SharisseLynas,1365875150,FALSE,"Brampton, ON","Re-Tweet this if you will NOT be getting the jab for ""Tam-Pox""... 💉💉 errrrr... I mean #MonkeyPox 
😂😂🐒🐒
#TamPox #TrudeauMustGo https://t.co/C8EMGvphIw",,"['MonkeyPox', 'TamPox', 'TrudeauMustGo']",[],"[{'display_url': 'pic.x.com/C8EMGvphIw', 'expanded_url': 'https://x.com/SharisseLynas/status/1529692442747887616/photo/1', 'id_str': '1529692441246326784', 'indices': [126, 149], 'media_key': '3_1529692441246326784', 'media_url_https': 'https://pbs.twimg.com/media/FTqPK7AWYAACDch.jpg', 'type': 'photo', 'url': 'https://t.co/C8EMGvphIw', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 78, 'y': 86, 'h': 741, 'w': 741}]}, 'medium': {'faces': [{'x': 78, 'y': 86, 'h': 741, 'w': 741}]}, 'small': {'faces': [{'x': 49, 'y': 54, 'h': 470, 'w': 470}]}, 'orig': {'faces': [{'x': 78, 'y': 86, 'h': 741, 'w': 741}]}}, 'sizes': {'large': {'h': 990, 'w': 1071, 'resize': 'fit'}, 'medium': {'h': 990, 'w': 1071, 'resize': 'fit'}, 'small': {'h': 629, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 990, 'width': 1071, 'focus_rects': [{'x': 0, 'y': 390, 'w': 1071, 'h': 600}, {'x': 66, 'y': 0, 'w': 990, 'h': 990}, {'x': 127, 'y': 0, 'w': 868, 'h': 990}, {'x': 314, 'y': 0, 'w': 495, 'h': 990}, {'x': 0, 'y': 0, 'w': 1071, 'h': 990}]}, 'media_results': {'result': {'media_key': '3_1529692441246326784'}}}]",24,4,8,1,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The tweet does not mention any specific individual contracting or being infected with mpox (monkeypox). Instead, it appears to be a humorous reference to a vaccination campaign for monkeypox, using ""Tam-Pox"" as a playful name. The tweet also includes a satirical hashtag ""#TrudeauMustGo,"" which is unrelated to the topic of mpox infection. Therefore, based on the information provided in this passage, there is no indication that anyone has contracted mpox.",0,0
80,80,4,1529660697675800577,Thu May 26 03:08:24 +0000 2022,2022-05-26 03:08:24+00:00,Sharisse Lynas 🍁,SharisseLynas,1365875150,FALSE,"Brampton, ON","2022 - Summer of the Monkeys 
-
Whose going? Do we need to be triple vaxxed to go to the theaters still? 😂🐒

#MemesGetBetterAndBetter #MonkeyPox https://t.co/7VX6nSJVir",,"['MemesGetBetterAndBetter', 'MonkeyPox']",[],"[{'display_url': 'pic.x.com/7VX6nSJVir', 'expanded_url': 'https://x.com/SharisseLynas/status/1529660697675800577/photo/1', 'id_str': '1529660695863779329', 'indices': [145, 168], 'media_key': '3_1529660695863779329', 'media_url_https': 'https://pbs.twimg.com/media/FTpyTGPWYAE4_c3.jpg', 'type': 'photo', 'url': 'https://t.co/7VX6nSJVir', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 37, 'y': 306, 'h': 72, 'w': 72}]}, 'medium': {'faces': [{'x': 27, 'y': 226, 'h': 53, 'w': 53}]}, 'small': {'faces': [{'x': 15, 'y': 128, 'h': 30, 'w': 30}]}, 'orig': {'faces': [{'x': 37, 'y': 306, 'h': 72, 'w': 72}]}}, 'sizes': {'large': {'h': 1620, 'w': 1080, 'resize': 'fit'}, 'medium': {'h': 1200, 'w': 800, 'resize': 'fit'}, 'small': {'h': 680, 'w': 453, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1620, 'width': 1080, 'focus_rects': [{'x': 0, 'y': 467, 'w': 1080, 'h': 605}, {'x': 0, 'y': 229, 'w': 1080, 'h': 1080}, {'x': 0, 'y': 154, 'w': 1080, 'h': 1231}, {'x': 0, 'y': 0, 'w': 810, 'h': 1620}, {'x': 0, 'y': 0, 'w': 1080, 'h': 1620}]}, 'media_results': {'result': {'media_key': '3_1529660695863779329'}}}]",9,1,4,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The given text does not provide any information about someone contracting or being infected with mpox (monkeypox). Instead, it appears to be a comment or meme related to the summer of 2022 and mentions monkeys in a lighthearted context. The hashtag #MonkeyPox is present but seems to be used as part of the meme rather than indicating that anyone has been infected with mpox.",0,0
81,81,4,1529583619282542594,Wed May 25 22:02:07 +0000 2022,2022-05-25 22:02:07+00:00,OrvilleLloydDouglas🇨🇦🏳️‍🌈,OrvilleLloyd,67391895,FALSE,Greater Toronto Area,There are now four suspected and probable cases of monkeypox in Toronto. Here is what you need to know https://t.co/WAkLkw3w5C via @cp24,,[],"[{'display_url': 'cp24.com/news/there-are…', 'expanded_url': 'https://www.cp24.com/news/there-are-now-four-suspected-and-probable-cases-of-monkeypox-in-toronto-here-is-what-you-need-to-know-1.5917775', 'url': 'https://t.co/WAkLkw3w5C', 'indices': [103, 126]}]",,0,0,0,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an individual contracting mpox (monkeypox) infection.

Reasoning:
The given text does not provide any specific information about a person getting infected with monkeypox. Instead, it mentions that there are four suspected and probable cases of monkeypox in Toronto. This statement refers to the overall situation or outbreak status rather than detailing an individual's infection. Therefore, based on the provided information, we cannot conclude that someone got infected; the passage is more about reporting the current state of the outbreak in a specific location.",0,0
82,82,4,1529252546602274817,Wed May 25 00:06:33 +0000 2022,2022-05-25 00:06:33+00:00,Olga Leonenko ☮️ 🇨🇦 🇺🇦 🇵🇸,OlgaLeonenko,196347351,FALSE,GTA Ontario Canada,"@kenden_noyon @CP24 https://t.co/8c79NAey5w
#MonkeypoxVirus",,['MonkeypoxVirus'],"[{'display_url': 'newsweek.com/how-deadly-mon…', 'expanded_url': 'https://www.newsweek.com/how-deadly-monkeypox-virus-fatality-rate-compared-covid-1709269', 'url': 'https://t.co/8c79NAey5w', 'indices': [20, 43]}]",,0,0,0,0,,qme,FALSE,1.5291905698089984e+18,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided information includes a Twitter handle (@kenden_noyon) and another account (@CP24), along with a hashtag related to monkeypox (#MonkeypoxVirus). However, there is no specific mention or indication that anyone has contracted mpox (monkeypox) in the text. To determine if someone got infected, we would need explicit information about an individual's health status or test results related to mpox infection. The hashtag alone does not imply that a person has been infected; it merely indicates the topic being discussed.",0,0
83,83,4,1528634346063601664,Mon May 23 07:10:03 +0000 2022,2022-05-23 07:10:03+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,"Israel, Switzerland confirms monkeypox cases amid global spread https://t.co/wpdSq1UkJ8 #Health #Lifestyle #health",,"['Health', 'Lifestyle', 'health']","[{'display_url': 'dlvr.it/SQt6Zk', 'expanded_url': 'http://dlvr.it/SQt6Zk', 'url': 'https://t.co/wpdSq1UkJ8', 'indices': [64, 87]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an individual contracting mpox (monkeypox) infection. The given text is a headline or summary that indicates Israel and Switzerland have confirmed cases of monkeypox in the context of its global spread. It does not provide specific information about any individual's infection status or details of how they contracted the virus.",0,0
84,84,4,1528142520177373184,Sat May 21 22:35:42 +0000 2022,2022-05-21 22:35:42+00:00,OrvilleLloydDouglas🇨🇦🏳️‍🌈,OrvilleLloyd,67391895,FALSE,Greater Toronto Area,'A crutch to continue to prejudice': Montreal's LGBTQ community fears stigma from monkeypox https://t.co/wFuDFmtNlb,,[],"[{'display_url': 'cbc.ca/news/canada/mo…', 'expanded_url': 'https://www.cbc.ca/news/canada/montreal/lgbtq-community-monkeypox-reaction-1.6460661', 'url': 'https://t.co/wFuDFmtNlb', 'indices': [92, 115]}]",,0,0,0,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text does not contain any specific information about someone contracting or being infected with mpox (monkeypox). Instead, it appears to be a headline or summary that discusses concerns within Montreal's LGBTQ community regarding potential stigma related to monkeypox. It focuses on the social and community impact rather than individual infection cases.",0,0
85,85,4,1527700440498192384,Fri May 20 17:19:02 +0000 2022,2022-05-20 17:19:02+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,Public Health Agency of Canada Confirms 2 cases of Monkeypox https://t.co/sfulQ2CiIV #Canada #Ontario #canada #news #ontario,,"['Canada', 'Ontario', 'canada', 'news', 'ontario']","[{'display_url': 'dlvr.it/SQlk8w', 'expanded_url': 'http://dlvr.it/SQlk8w', 'url': 'https://t.co/sfulQ2CiIV', 'indices': [61, 84]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an individual contracting mpox (monkeypox) infection. The provided text is a headline or summary from the Public Health Agency of Canada indicating that they have confirmed two cases of monkeypox in Ontario, Canada. It does not provide specific details about any individual's infection status but rather states that there are confirmed cases.",0,0
86,86,4,1527512575927234560,Fri May 20 04:52:32 +0000 2022,2022-05-20 04:52:32+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,First signs of global outbreak of rare monkeypox disease in Europe https://t.co/KO4RGT51NH #Health #Lifestyle #health,,"['Health', 'Lifestyle', 'health']","[{'display_url': 'dlvr.it/SQjbp6', 'expanded_url': 'http://dlvr.it/SQjbp6', 'url': 'https://t.co/KO4RGT51NH', 'indices': [67, 90]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning: The provided text is a headline or summary that mentions the occurrence of a global outbreak of monkeypox (mpox) in Europe. However, it does not provide any specific information about an individual contracting the disease. It merely states that there is an ongoing outbreak. Therefore, based on the given information, we cannot determine if someone got infected with mpox.",0,0
87,87,4,1527504900862533632,Fri May 20 04:22:02 +0000 2022,2022-05-20 04:22:02+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,UK health officials probe Monkeypox ‘spreading in sexual networks’ https://t.co/zUQTj8vrA1 #Health #Lifestyle #health,,"['Health', 'Lifestyle', 'health']","[{'display_url': 'dlvr.it/SQjY9L', 'expanded_url': 'http://dlvr.it/SQjY9L', 'url': 'https://t.co/zUQTj8vrA1', 'indices': [67, 90]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an individual contracting mpox (monkeypox) infection. The given text is a headline or summary indicating that UK health officials are investigating the spread of monkeypox within sexual networks. It does not provide specific information about someone getting infected but rather describes ongoing public health surveillance and investigation efforts.",0,0
88,88,4,1527474328014446593,Fri May 20 02:20:33 +0000 2022,2022-05-20 02:20:33+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,"Monkeypox: US reports first case, 14 confirmed in Europe https://t.co/PQhQrcJASu #Health #Lifestyle #health",,"['Health', 'Lifestyle', 'health']","[{'display_url': 'dlvr.it/SQjL9Z', 'expanded_url': 'http://dlvr.it/SQjL9Z', 'url': 'https://t.co/PQhQrcJASu', 'indices': [57, 80]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an individual contracting mpox (monkeypox) infection. The provided text is a headline or summary indicating that there are reports of monkeypox cases in the US and Europe, but it does not specify any particular person getting infected. It only states the number of confirmed cases without providing details about individuals.",0,0
89,89,4,1527444380360986625,Fri May 20 00:21:33 +0000 2022,2022-05-20 00:21:33+00:00,Weekly Voice,Weeklyvoice,127943720,TRUE,Toronto,WHO alerts as more monkeypox cases reported in Britain https://t.co/kEsY3HQa5o #Health #Lifestyle #health,,"['Health', 'Lifestyle', 'health']","[{'display_url': 'dlvr.it/SQj7DW', 'expanded_url': 'http://dlvr.it/SQj7DW', 'url': 'https://t.co/kEsY3HQa5o', 'indices': [55, 78]}]",,0,0,1,0,,en,FALSE,,,"{'id': '1f4df2b4746ddea7', 'name': 'Brampton', 'full_name': 'Brampton, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-79.888911, 43.60222], [-79.888911, 43.847722], [-79.630272, 43.847722], [-79.630272, 43.60222], [-79.888911, 43.60222]]], 'type': 'Polygon'}}","No, the passage is unrelated to an individual contracting mpox (monkeypox) infection. The provided text is a headline or summary that indicates WHO has issued an alert due to an increase in reported monkeypox cases in Britain. It does not provide any specific information about whether someone got infected or contracted the disease.",0,0
90,90,0,1859245172157985086,Wed Nov 20 14:39:26 +0000 2024,2024-11-20 14:39:26+00:00,Brant County Health Unit,BrantHealthUnit,2279588239,TRUE,"Brantford, Ontario","Ontario has seen an increase in cases of the MPOX strain this year, making it important to recognize common signs and symptoms and know what to do if you suspect you have MPOX. 🦠

Dr. Rebecca Comley, Medical Officer of Health at BCHU, answers some of the most frequently asked questions about this emerging viral infection. 🩺💬

 Learn more: https://t.co/0UisYNw3Ef",,[],"[{'display_url': 'bchu.org/mpox', 'expanded_url': 'http://www.bchu.org/mpox', 'url': 'https://t.co/0UisYNw3Ef', 'indices': [341, 364]}]","[{'display_url': 'pic.x.com/F8tVWtYJz1', 'expanded_url': 'https://x.com/BrantHealthUnit/status/1859245172157985086/video/1', 'id_str': '1859245065777860608', 'indices': [277, 300], 'media_key': '13_1859245065777860608', 'media_url_https': 'https://pbs.twimg.com/media/Gc1dnN-XIAAbjT_.jpg', 'type': 'video', 'url': 'https://t.co/F8tVWtYJz1', 'additional_media_info': {'monetizable': False}, 'ext_media_availability': {'status': 'Available'}, 'sizes': {'large': {'h': 1080, 'w': 1920, 'resize': 'fit'}, 'medium': {'h': 675, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 383, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 1080, 'width': 1920, 'focus_rects': []}, 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 161833, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1859245065777860608/pl/88zW1c2a5hMt0YhA.m3u8?tag=14'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1859245065777860608/vid/avc1/480x270/EUH43ng-8tZsEFgM.mp4?tag=14'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1859245065777860608/vid/avc1/640x360/n5_OTDHcu4qPrx99.mp4?tag=14'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1859245065777860608/vid/avc1/1280x720/l9v5Zxboxxbu-uMF.mp4?tag=14'}]}, 'media_results': {'result': {'media_key': '13_1859245065777860608'}}}]",1,0,1,0,252,en,FALSE,,,,"No, the passage is unrelated to mpox infection.

Reasoning: The given text does not mention any specific case or individual who has contracted mpox (MPOX). Instead, it provides general information about an increase in MPOX cases in Ontario and encourages people to recognize signs and symptoms. It also mentions that a medical officer of health is addressing frequently asked questions about the infection. While this passage discusses MPOX, it does not indicate or imply that anyone has contracted the virus.",0,0
91,91,0,1826017644396564858,Tue Aug 20 22:05:06 +0000 2024,2024-08-20 22:05:06+00:00,BinkyWinkerbean,BWinkerbean,1270381346976759809,FALSE,Canada,"@Censored4sure When they invented monkeypox, they know the masses won't vaccinate.... thank you for playing your part in the depopulation plan",,[],[],,1,0,0,0,16,en,,1.8260131783518129e+18,,"{'id': '312f824e8ae3e6c4', 'name': 'Brant', 'full_name': 'Brant, Ontario', 'country': 'Canada', 'country_code': 'CA', 'type': 'city', 'centroid': None, 'bounding_box': {'coordinates': [[[-80.608717, 42.984978], [-80.608717, 43.306491], [-79.984321, 43.306491], [-79.984321, 42.984978], [-80.608717, 42.984978]]], 'type': 'Polygon'}}","No, the passage is unrelated to mpox infection.

Reasoning:
The given text does not provide any information about someone contracting or being infected with mpox (monkeypox). Instead, it appears to be a statement expressing an opinion or conspiracy theory regarding the invention of monkeypox and its alleged purpose. The text does not mention any specific individual or case of infection, so there is no implication that anyone has contracted mpox based on this passage.",0,0
